Inchi solute,smiles solute,logS_aq_avg,logS_aq_std,logS_aq_all_data,count,general data source,more specific data source
"InChI=1/C3H3NOS2/c5-2-1-7-3(6)4-2/h1H2,(H,4,5,6)/f/h4H",O=C(CS1)NC1=S,-1.77,0,[-1.77],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A111695, A64, A170, A171, A5370, A5643, A108291, A111278, A111541, A112076, A112523, nan"
"InChI=1/C20H16O4/c21-15-9-5-13(6-10-15)19(14-7-11-16(22)12-8-14)17-3-1-2-4-18(17)20(23)24/h1-12,19,21-22H,(H,23,24)/f/h23H",OC(=O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,-3.26,0,[-3.26],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A5643, A108291, A111278, A112076, nan"
"InChI=1/C13H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13(14)15/h2-12H2,1H3,(H,14,15)/f/h14H",CCCCCCCCCCCCC(O)=O,-3.81,0,[-3.81],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A5643, A108291, A111278, A112076, nan"
InChI=1/C12H7Cl3/c13-9-3-1-2-8(6-9)11-7-10(14)4-5-12(11)15/h1-7H,Clc1cc(c2cc(Cl)ccc2Cl)ccc1,-6.01,0,[-6.01],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A64, A170, A171, A5370, A5643, A80390, A108291, A111278, A112076, A112473, A112523, nan"
"InChI=1/C6H13Cl/c1-2-3-4-5-6-7/h2-6H2,1H3",ClCCCCCC,-3.12,0,[-3.12],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A111695, A64, A170, A171, A5370, A5643, A80390, A108291, A111278, A111541, A112073, A112473, A112523, nan"
"InChI=1/C10H11N3O2/c11-7(10(14)15)5-9-6-3-1-2-4-8(6)12-13-9/h1-4,7H,5,11H2,(H,12,13)(H,14,15)/f/h12,14H",NC(CC1=NNC2=C1C=CC=C2)C(O)=O,-1.41,0,[-1.41],1,"Ochem, Ochem","A5370, A5643"
"InChI=1/C16H18N6O7S2/c1-4-30(24,25)13-14(22-8-6-5-7-10(22)17-13)31(26,27)21-16(23)20-15-18-11(28-2)9-12(19-15)29-3/h5-9H,4H2,1-3H3,(H2,18,19,20,21,23)/f/h20-21H",CCS(=O)(=O)C1=C(N2C=CC=CC2=N1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,-4.42,0,[-4.42],1,"Ochem, aqsol","A108291, nan"
"InChI=1/C2HF3O2/c3-2(4,5)1(6)7/h(H,6,7)/f/h6H",OC(=O)C(F)(F)F,0.94,0,[0.94],1,"Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, A112073, A2330, A2900, nan"
InChI=1/C6H4I2/c7-5-1-2-6(8)4-3-5/h1-4H,Ic1ccc(I)cc1,-5.37,0,[-5.37],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A5370, A5643, A80390, A108291, A111278, A112076, A112473, nan"
"InChI=1/C8H9NO2/c9-8(10)11-6-7-4-2-1-3-5-7/h1-5H,6H2,(H2,9,10)/f/h9H2",NC(OCc1ccccc1)=O,-0.35,0,[-0.35],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A171, A5370, A5643, A112076, A112523, nan"
"InChI=1/C16H22ClNO3/c1-4-12-8-7-9-13(5-2)16(12)18(14(19)10-17)11-15(20)21-6-3/h7-9H,4-6,10-11H2,1-3H3",CCOC(=O)CN(c1c(CC)cccc1CC)C(=O)CCl,-3.47,0,[-3.47],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","SHIU,WY ET AL. (1990), A5643, A108291, A111278, A112076, nan"
"InChI=1/C6H3Cl3O/c7-3-1-2-4(8)6(10)5(3)9/h1-2,10H",Oc1c(Cl)c(Cl)ccc1Cl,-2.64,0,[-2.64],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","SUNTIO,LR ET AL. (1988A), A170, A5370, A5643, A108291, A111278, A111541, A112523, nan"
"InChI=1/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)/f/h5H",CNCC(O)=O,0.53,0,[0.53],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A5643, A108291, A111278, A112076, nan"
"InChI=1/C4H7Br/c1-2-3-4-5/h2H,1,3-4H2",C=CCCBr,-2.25,0,[-2.25],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A5643, A108291, A111278, A112073, nan"
"InChI=1/C19H18N2O3/c1-14(22)12-13-17-18(23)20(15-8-4-2-5-9-15)21(19(17)24)16-10-6-3-7-11-16/h2-11,17H,12-13H2,1H3",CC(CCC1C(N(c3ccccc3)N(c2ccccc2)C1=O)=O)=O,-3.27,0,[-3.27],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A165, A170, A171, A5370, A5643, A108291, A111278, A111541, A112076, A112523, nan"
"InChI=1/C6H7NO/c8-5-6-2-1-3-7-4-6/h1-4,8H,5H2",OCc1cccnc1,0.96,0,[0.96],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, MERCK INDEX (1996), A111695, A64, A171, A5370, A5643, A108291, A111278, A111541, A112073, A112473, A112523, nan"
"InChI=1/C19H22N2O4/c1-4-21(16-10-6-5-7-11-16)19(23)25-17-12-8-9-15(13-17)20-18(22)24-14(2)3/h5-14H,4H2,1-3H3,(H,20,22)/f/h20H",CCN(C(=O)OC1=CC=CC(NC(=O)OC(C)C)=C1)C1=CC=CC=C1,-5.06,0,[-5.06],1,"Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5643, A108291, A111278, A112076, nan"
"InChI=1/C9H5Cl3N4/c10-5-3-1-2-4-6(5)13-9-15-7(11)14-8(12)16-9/h1-4H,(H,13,14,15,16)/f/h13H",Clc1ccccc1Nc1[n]c(Cl)[n]c(Cl)[n]1,-4.54,0,[-4.54],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","WAUCHOPE,RD ET AL. (1991A), A111695, A5643, A108291, A111278, A112076, nan"
"InChI=1/C14H21N3O3S/c1-12-6-8-13(9-7-12)21(19,20)16-14(18)15-17-10-4-2-3-5-11-17/h6-9H,2-5,10-11H2,1H3,(H2,15,16,18)/f/h15-16H",O=S(NC(NN2CCCCCC2)=O)(c1ccc(C)cc1)=O,-3.68,0,[-3.68],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol, Drugbank","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A64, A165, A171, A5370, A5643, A108291, A111278, A111541, A112523, nan, ADME Research, USCD"
"InChI=1/C10H12ClN3O2/c1-13-10(15)16-14-9-7-3-5(8(9)11)2-6(7)4-12/h5-8H,2-3H2,1H3,(H,13,15)/b14-9-/f/h13H",CNC(=O)O\N=C1/C(Cl)C2CC(C#N)C1C2,-2.08,0,[-2.08],1,"Ochem, Ochem, Ochem","A5370, A111278, A111541"
"InChI=1/C9H12/c1-3-5-7-9-8-6-4-2/h1-2H,5-9H2",C#CCCCCCC#C,-2.98,0,[-2.98],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A5643, A108291, A111278, A112073, nan"
"InChI=1/C7H5FO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)/f/h9H",OC(=O)c1ccc(F)cc1,-2.07,0,[-2.07],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A5643, A108291, A111278, A112076, nan"
"InChI=1/C13H17NO6/c15-7-13(8-16,9-17)14-11(18)6-20-12(19)10-4-2-1-3-5-10/h1-5,15-17H,6-9H2,(H,14,18)/f/h14H",OCC(CO)(CO)NC(=O)COC(=O)C1=CC=CC=C1,-1.27,0,[-1.27],1,"Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A5370, A5372, A5643, A108291, A112076, nan"
"InChI=1/C6H12O/c1-4-6(7)5(2)3/h5H,4H2,1-3H3",CCC(=O)C(C)C,-0.81,0,[-0.81],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","SUZUKI,T (1991), A5643, A108291, A111278, A112073, nan"
InChI=1/C22H12/c1-2-7-17-16(6-1)18-11-10-14-9-8-13-4-3-5-15-12-19(17)22(18)21(14)20(13)15/h1-12H,C1=CC=C2C(=C1)C1=CC3=CC=CC4=C3C3=C(C=CC2=C13)C=C4,-9.16,0,[-9.16],1,"Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5643, A108291, A111278, A112076, nan"
"InChI=1/C12H14NO4PS/c1-3-16-18(19,17-4-2)13-11(14)9-7-5-6-8-10(9)12(13)15/h5-8H,3-4H2,1-2H3",CCOP(OCC)(N2C(c1ccccc1C2=O)=O)=S,-3.35,0,[-3.35],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A64, A170, A171, A5370, A5643, A108291, A111278, A111541, A112076, A112473, A112523, nan"
"InChI=1/C7H7NO5S3/c8-16(12,13)6-3-4-5(9)1-2-15(10,11)7(4)14-6/h3H,1-2H2,(H2,8,12,13)/f/h8H2",NS(=O)(=O)c1cc2c([s]1)S(=O)(=O)CCC2=O,-3.02,0,[-3.02],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","PONTICELLO,GS ET AL. (1987), A111695, A5370, A5643, A108291, A112076, nan"
InChI=1/C11H7NS/c13-8-12-11-7-3-5-9-4-1-2-6-10(9)11/h1-7H,S=C=Nc1cccc2c1cccc2,-4.6,0,[-4.6],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A64, A171, A5370, A5643, A108291, A111278, A111541, A112076, A112523, A1990, nan"
"InChI=1/C7H4ClNO4/c8-5-3-1-2-4(7(10)11)6(5)9(12)13/h1-3H,(H,10,11)/f/h10H",[O-][N+](=O)c1c(Cl)cccc1C(O)=O,-2.63,0,[-2.63],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A5643, A108291, A111278, A112076, nan"
"InChI=1/C10H14N4O2/c1-4-5-14-9(15)7-8(11-6-12(7)2)13(3)10(14)16/h6H,4-5H2,1-3H3",CCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,-1.21,0,[-1.21],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A112076, nan"
"InChI=1/C18H17Cl2NO3/c1-3-24-18(23)12(2)21(14-9-10-15(19)16(20)11-14)17(22)13-7-5-4-6-8-13/h4-12H,3H2,1-2H3",CCOC(=O)C(C)N(c1cc(Cl)c(Cl)cc1)C(=O)c1ccccc1,-4.26,0,[-4.26],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A5643, A111278, A112076, nan"
"InChI=1/C15H13NO2S/c1-16-11-4-2-3-5-13(11)19-14-7-6-10(8-12(14)16)9-15(17)18/h2-8H,9H2,1H3,(H,17,18)/f/h17H",CN2c1ccccc1Sc3c2cc(CC(O)=O)cc3,-3.94,0,[-3.94],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A64, A165, A171, A5370, A5643, A108291, A111278, A111541, A112076, A112523, nan"
"InChI=1/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)/f/h7H,6H2",NC1=NC=NC2=C1NC=N2,-2.12,0,[-2.12],1,"Ochem, Ochem, Ochem, aqsol, Drugbank","A170, A111278, A112523, nan, ADME Research, USCD"
"InChI=1/C14H19NO4/c1-9(16)19-14-12(15-8-13(14)17)7-10-3-5-11(18-2)6-4-10/h3-6,12-15,17H,7-8H2,1-2H3",OC(C2OC(C)=O)CNC2Cc1ccc(OC)cc1,-1.61,0,[-1.61],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A165, A171, A5370, A5643, A108291, A111278, nan"
"InChI=1/C14H11N/c15-14-6-5-12-7-10-3-1-2-4-11(10)8-13(12)9-14/h1-9H,15H2",Nc3cc2cc1ccccc1cc2cc3,-5.17,0,[-5.17],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, MEANS,JC ET AL. (1982), A64, A170, A171, A5370, A5643, A108291, A111278, A111541, A112076, A112523, nan"
"InChI=1/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2",OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.79,0,[0.79],1,"Ochem, Ochem, Ochem, Ochem, aqsol","A170, A5370, A5643, A111278, nan"
"InChI=1/C19H23ClN2O2S/c1-2-3-4-5-6-10-13-25-19(23)24-16-14-17(20)21-22-18(16)15-11-8-7-9-12-15/h7-9,11-12,14H,2-6,10,13H2,1H3",CCCCCCCCSC(=O)OC1=CC(Cl)=NN=C1C1=CC=CC=C1,-5.4,0,[-5.4],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A112076, nan"
"InChI=1/C10H10O5/c11-5-6-15-10(14)8-4-2-1-3-7(8)9(12)13/h1-4,11H,5-6H2,(H,12,13)/f/h12H",OCCOC(=O)C1=C(C=CC=C1)C(O)=O,-1.48,0,[-1.48],1,"Ochem, Ochem, Ochem, aqsol","A5370, A5643, A108291, nan"
"InChI=1/C9H20NO3PS2/c1-5-12-14(15,13-6-2)16-7-9(11)10-8(3)4/h8H,5-7H2,1-4H3,(H,10,11)/f/h10H",CC(C)NC(=O)CSP(=S)(OCC)OCC,-2.06,0,[-2.06],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & HE,Y (2003), A5643, A108291, A111278, A112076, nan"
InChI=1/C2H4BrCl/c3-1-2-4/h1-2H2,BrCCCl,-1.32,0,[-1.32],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, HORVATH,AL ET AL. (1999), A64, A170, A171, A5370, A5643, A80390, A108291, A111278, A111541, A112073, A112473, A112523, nan"
InChI=1/C10H4Cl4/c11-5-1-7-8(10(14)3-5)2-6(12)4-9(7)13/h1-4H,Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,-7.82,0,[-7.82],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","OPPERHUIZEN,A (1987), A5643, A108291, A111278, A112076, nan"
"InChI=1/C9H14ClN5O2/c1-3-11-8-13-7(10)14-9(15-8)12-5-6(16)17-4-2/h3-5H2,1-2H3,(H2,11,12,13,14,15)/f/h11-12H",CCNc1[n]c(NCC(=O)OCC)[n]c(Cl)[n]1,-2.94,0,[-2.94],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","WORTHING,CR & WALKER,SR (1987), A111695, A5643, A108291, A112076, nan"
"InChI=1/C13H24N4O3S/c1-6-8-9-11-10(3)15-13(14-7-2)16-12(11)20-21(18,19)17(4)5/h6-9H2,1-5H3,(H,14,15,16)/f/h14H",CCCCc1c(OS(=O)(N(C)C)=O)nc(NCC)nc1C,-4.16,0,[-4.16],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A111695, A64, A170, A171, A5370, A5643, A108291, A111541, A112076, A112523, nan"
"InChI=1/C10H11NO3/c1-7(12)11-9-3-5-10(6-4-9)14-8(2)13/h3-6H,1-2H3,(H,11,12)/f/h11H",CC(Nc(cc1)ccc1OC(C)=O)=O,-1.91,0,[-1.91],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A64, A171, A5370, A5643, A108291, A111278, A112076, A112473, A112523, nan"
"InChI=1/C6H12O2/c1-4-5(2)8-6(3)7/h5H,4H2,1-3H3",CCC(C)OC(C)=O,-1.27,0,[-1.27],1,"Physprop, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A5643, A111278, A112073, nan"
"InChI=1/C14H17Cl2N3O/c1-2-3-6-14(20,8-19-10-17-9-18-19)12-5-4-11(15)7-13(12)16/h4-5,7,9-10,20H,2-3,6,8H2,1H3",CCCCC(O)(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,-4.27,0,[-4.27],1,"Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A5334, A5643, A108291, A112076, A2330, A3475, nan"
"InChI=1/C10H11Cl3O2/c1-6(14)4-15-5-7-8(11)2-3-9(12)10(7)13/h2-3,6,14H,4-5H2,1H3",CC(O)COCC1=C(Cl)C(Cl)=CC=C1Cl,-3.57,0,[-3.57],1,"Ochem, Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, A112073, nan"
"InChI=1/C6H6N2O4/c9-4(10)1-3-2-7-6(12)8-5(3)11/h2H,1H2,(H,9,10)(H2,7,8,11,12)/f/h7-9H",OC(=O)CC1=CNC(=O)NC1=O,-1.63,0,[-1.63],1,"Ochem, Ochem, Ochem, Ochem, aqsol","A5370, A5643, A108291, A111278, nan"
"InChI=1/C17H12ClFN2O/c18-16-4-2-1-3-15(16)17(22,13-9-20-11-21-10-13)12-5-7-14(19)8-6-12/h1-11,22H",OC(c1ccccc1Cl)(c1ccc(F)cc1)c1c[n]c[n]c1,-4.08,0,[-4.08],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","TOMLIN,C (1994); pH 7, A5643, A108291, A111278, A112076, nan"
InChI=1/C10H8N2/c1-5-11-6-2-9(1)10-3-7-12-8-4-10/h1-8H,c1(c2ccncc2)ccncc1,-1.54,0,[-1.54],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A64, A171, A5370, A5643, A108291, A111278, A111541, A112076, A112523, nan"
"InChI=1/C6H4N2O5/c9-6-2-4(7(10)11)1-5(3-6)8(12)13/h1-3,9H",[O-][N+](=O)c1cc(O)cc(c1)[N+]([O-])=O,-1.66,0,[-1.66],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","SEIDELL,A (1941), A5643, A108291, A111278, A112076, nan"
"InChI=1/C2Cl3F3/c3-1(4,6)2(5,7)8",ClC(F)(F)C(Cl)(Cl)F,-3.04,0,[-3.04],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, HORVATH,AL ET AL. (1999), A111695, A64, A170, A171, A5370, A5643, A108291, A111278, A111541, A112073, A112473, A112523, A2330, nan"
"InChI=1/C7H14N2O4S/c1-7(2,14(4,11)12)5-9-13-6(10)8-3/h5H,1-4H3,(H,8,10)/b9-5+/f/h8H",CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,-1.35,0,[-1.35],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","WAUCHOPE,RD ET AL. (1991A), A111695, A5643, A108291, A111278, A112076, nan"
"InChI=1/C2H4ClNO2/c1-2(3)4(5)6/h2H,1H3",CC(Cl)[N+]([O-])=O,-1.44,0,[-1.44],1,"Ochem, Ochem, Ochem, aqsol","A5643, A111278, A112073, nan"
InChI=1/C12H7Cl3O/c13-8-2-1-3-9(6-8)16-10-4-5-11(14)12(15)7-10/h1-7H,ClC1=CC=CC(OC2=CC(Cl)=C(Cl)C=C2)=C1,-5.44,0,[-5.44],1,"Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5643, A108291, A111278, A112073, nan"
"InChI=1/C14H13ClN6O5S/c1-25-9-7-10(26-2)18-13(17-9)19-14(22)20-27(23,24)12-11(15)16-8-5-3-4-6-21(8)12/h3-7H,1-2H3,(H2,17,18,19,20,22)/f/h19-20H",COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)N=C3C=CC=CN23)=N1,-4.79,0,[-4.79],1,"Ochem, Ochem, aqsol","A111695, A108291, nan"
"InChI=1/C10H9NO6S2/c11-19(15,16)10-5-9(6-17-10)18(13,14)8-3-1-7(12)2-4-8/h1-6,12H,(H2,11,15,16)/f/h11H2",NS(=O)(=O)C1=CC(=CO1)S(=O)(=O)C1=CC=C(O)C=C1,-2.4,0,[-2.4],1,"Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5370, A5643, A108291, nan"
"InChI=1/C13H15NO4/c15-12(14-6-8-17-9-7-14)10-18-13(16)11-4-2-1-3-5-11/h1-5H,6-10H2",O=C(COC(=O)C1=CC=CC=C1)N1CCOCC1,-1.77,0,[-1.77],1,"Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A5370, A5372, A5643, A108291, A111278, A112076, nan"
"InChI=1/C21H28O2/c1-4-21(23)12-9-18-16-6-5-14-13-15(22)7-10-19(14,2)17(16)8-11-20(18,21)3/h1,13,16-18,23H,5-12H2,2-3H3/t16-,17+,18+,19+,20+,21+/m1/s1",C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)C#C,-5.66,0,[-5.66],1,"Physprop, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A112473, nan"
"InChI=1/C10H9Cl4O4P/c1-16-19(15,17-2)18-10(5-11)6-3-8(13)9(14)4-7(6)12/h3-5H,1-2H3/b10-5-",COP(=O)(OC)O\C(=C/Cl)C1=CC(Cl)=C(Cl)C=C1Cl,-4.52,0,[-4.52],1,"Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5370, A5643, A108291, A111278, A112076, nan"
"InChI=1/C12H18N2O2/c1-8-6-10(16-12(15)13-3)7-9(2)11(8)14(4)5/h6-7H,1-5H3,(H,13,15)/f/h13H",CN(C)c1c(C)cc(cc1C)OC(=O)NC,-3.35,0,[-3.35],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","SHIU,WY ET AL. (1990), A5643, A108291, A111278, A112076, nan"
"InChI=1/C14H15Cl2N3O2/c1-2-11-6-20-14(21-11,7-19-9-17-8-18-19)12-4-3-10(15)5-13(12)16/h3-5,8-9,11H,2,6-7H2,1H3",CCC1COC(C[n]2c[n]c[n]2)(O1)c1ccc(Cl)cc1Cl,-3.61,0,[-3.61],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","SHIU,WY ET AL. (1990), A5334, A5643, A108291, A112076, nan"
"InChI=1/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3",CC1=CCC(C(C)=C)CC1=O,-2.06,0,[-2.06],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A64, A170, A171, A5370, A5643, A111278, A112073, A112473, A2330, nan"
"InChI=1/C18H13NO3/c20-17(14-9-3-4-10-15(14)18(21)22)19-16-11-5-7-12-6-1-2-8-13(12)16/h1-11H,(H,19,20)(H,21,22)/f/h19,21H",OC(=O)c1ccccc1C(=O)Nc1cccc2ccccc21,-3.16,0,[-3.16],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A5643, A108291, A111278, A112076, nan"
"InChI=1/C6H12ClNO/c1-3-8(4-2)6(9)5-7/h3-5H2,1-2H3",CCN(CC)C(=O)CCl,-0.24,0,[-0.24],1,"Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5643, A108291, A111278, A112073, nan"
"InChI=1/C6H13Br/c1-2-3-4-5-6-7/h2-6H2,1H3",BrCCCCCC,-3.81,0,[-3.81],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A64, A170, A171, A5370, A5643, A108291, A111278, A111541, A112073, A112473, A112523, nan"
"InChI=1/C8H6O3/c9-4-6-1-2-7-8(3-6)11-5-10-7/h1-4H,5H2",O=Cc1cc(OCO2)c2cc1,-1.63,0,[-1.63],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A64, A170, A171, A5370, A5643, A108291, A111278, A111541, A112076, A112473, A112523, nan"
"InChI=1/C15H26N2/c1-3-7-16-11-13-9-12(14(16)5-1)10-17-8-4-2-6-15(13)17/h12-15H,1-11H2",C12CCCCN1CC(C(CCCC4)N4C3)CC23,-1.89,0,[-1.89],1,"AlogS, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A171, A5370, A111278, nan"
"InChI=1/C8H5F3O2/c9-8(10,11)6-4-2-1-3-5(6)7(12)13/h1-4H,(H,12,13)/f/h12H",FC(F)(F)c1c(C(O)=O)cccc1,-1.6,0,[-1.6],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A111695, A64, A171, A5370, A5643, A108291, A111278, A111541, A112076, A112523, nan"
InChI=1/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,C1CCCCCCC1,-4.15,0,[-4.15],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, MCAULIFFE,C (1966), A64, A170, A171, A5370, A5643, A108291, A111278, A111541, A112073, A112473, A112523, nan"
"InChI=1/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)/f/h5H,3H2",NC1=NNC=N1,0.52,0,[0.52],1,"Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem","A170, A5370, A5643, A108291, A112076, A112473, A112523"
